개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3140000,3140000-202-2004-00002,20040315,,3,폐업,2,폐업,20130826,,,,226479611,"2,718.30",158806,"서울특별시 양천구 목동 405-25번지 지하1,2,3층 ",,,청학레저사우나,2020-02-13 15:00,U,40:00.0,공동탕업+찜질시설서비스영업,188904.5718,446861.5254,공동탕업+찜질시설서비스영업,11,3,0,0,1,3,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-2003-00001,20030102,,3,폐업,2,폐업,20170721,,,,226071605,719,158841,서울특별시 양천구 신월동 558-7번지 삼성아파트 상가B01호,"서울특별시 양천구 신월로10길 16, 상가B01호 (신월동, 삼성아파트)",8065,수정탕,2017-07-21 13:37,I,59:59.0,공동탕업,185843.3206,445974.1289,공동탕업,8,1,0,0,1,1,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-2004-00006,20041206,,3,폐업,2,폐업,20210219,,,,226518665,"1,689.20",158819,"서울특별시 양천구 목동 792-4 태영프라자 5,6,7층 ","서울특별시 양천구 등촌로 32 (목동,태영프라자 5,6,7층)",7965,태영한증막사우나,2021-04-12 15:06,U,40:00.0,공동탕업+찜질시설서비스영업,187923.9196,447850.8911,공동탕업+찜질시설서비스영업,0,0,5,7,0,0,0,0,2,Y,0,,,,,0,,,0,0,N
3140000,3140000-202-1984-00073,19840125,,3,폐업,2,폐업,20030221,,,,206028478,307.86,158819,서울특별시 양천구 목동 797-3번지 ,,,천일,2003-05-26 0:00,I,59:59.0,공동탕업,188134.5467,447825.3397,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3180000,3180000-202-2003-00007,20030225,,3,폐업,2,폐업,20050531,,,,226332004,450,150040,서울특별시 영등포구 당산동 331-1번지 ,,,당산대중사우나,2003-03-18 0:00,I,59:59.0,공동탕업,,,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1983-00049,19831210,,3,폐업,2,폐업,19970926,,,,02 6030292,378.02,158814,서울특별시 양천구 목동 730-2번지 ,,,엔젤,1999-01-21 0:00,I,59:59.0,공동탕업,187898.8,448392.5483,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1995-00134,19950620,,3,폐업,2,폐업,20140228,,,,226524343,725,158808,서울특별시 양천구 목동 515-12번지 ,서울특별시 양천구 공항대로 644 (목동),7968,목동사우나,2020-02-13 15:01,U,40:00.0,공동탕업+찜질시설서비스영업,189011.4884,449390.9433,공동탕업+찜질시설서비스영업,8,4,0,0,1,3,0,0,2,Y,0,,,,임대,0,,,0,0,N
3140000,3140000-202-1989-00055,19890726,,3,폐업,2,폐업,19981207,,,,02 6963570,243.67,158827,서울특별시 양천구 신월동 121-19번지 ,,,태양,1999-01-21 0:00,I,59:59.0,공동탕업,185469.1095,447552.4151,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1983-00094,19830204,,3,폐업,2,폐업,20000523,,,,02 6909324,143.78,158858,서울특별시 양천구 신정동 922-16번지 ,,,청수장탕,2000-06-26 0:00,I,59:59.0,공동탕업,187068.485,446986.6003,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1990-00114,19900803,,3,폐업,2,폐업,19940727,,,,206479611,611.6,158806,서울특별시 양천구 목동 405-25번지 ,,,청학탕,1999-01-22 0:00,I,59:59.0,공동탕업,188904.5718,446861.5254,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-2013-00003,20131010,,3,폐업,2,폐업,20171115,,,,,30.39,158819,서울특별시 양천구 목동 791-11번지 원빌딩6층 ,"서울특별시 양천구 목동중앙서로 7-1, 6층 (목동, 원빌딩)",7965,미네랄솔트찜질방,2017-11-15 13:45,I,59:59.0,찜질시설서비스영업,187971.9379,447832.903,찜질시설서비스영업,8,0,6,,,,0,0,0,Y,0,,,,임대,0,,,0,0,N
3140000,3140000-202-2013-00004,20131119,,3,폐업,2,폐업,20190529,,,,02  20628412,"1,165.10",158728,서울특별시 양천구 목동 905-22번지 목동트윈빌 401호 ,"서울특별시 양천구 목동동로 339 (목동, 목동트윈빌 401호)",7988,(주)스포츠앤스파코리아,2019-05-29 15:13,U,40:00.0,공동탕업+찜질시설서비스영업,189042.4965,447777.8358,공동탕업+찜질시설서비스영업,0,0,4,4,0,0,0,0,8,Y,0,,,,임대,0,,,0,0,N
3140000,3140000-202-1987-00076,19870126,,3,폐업,2,폐업,20000501,,,,02 6983216,242.62,158859,서울특별시 양천구 신정동 943-23번지 ,,,이화,2000-05-06 0:00,I,59:59.0,공동탕업,186805.7011,446834.1949,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1988-00062,19880205,,3,폐업,2,폐업,19990112,,,,02 6037849,293.28,158846,서울특별시 양천구 신월동 967-3번지 ,,,수연,2001-09-28 0:00,I,59:59.0,공동탕업,185330.577,446781.9253,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1985-00066,19850529,,3,폐업,2,폐업,20030908,,,,226048451,265.33,158859,서울특별시 양천구 신정동 953-1번지 ,,,부곡사우나,2000-02-18 0:00,I,59:59.0,공동탕업,187362.453,446988.6869,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-2004-00004,20040915,,1,영업/정상,1,영업,,,,,226543384,"2,753.89",158761,서울특별시 양천구 목동 917 목동파라곤 105동 601호,"서울특별시 양천구 목동서로 155, 목동파라곤 105동 지하 6층 601호 (목동)",7997,파라곤스파,2021-05-28 10:47,U,40:00.0,공동탕업+찜질시설서비스영업,188895.8441,447480.9796,공동탕업+찜질시설서비스영업,35,6,0,0,6,6,0,0,2,Y,0,,,,자가,0,,,0,0,N
3090000,3090000-202-1995-00099,19950811,,3,폐업,2,폐업,20230127,,,,02 956 0304,586.78,132830,서울특별시 도봉구 방학동 283-2 미룽프라자 지하,"서울특별시 도봉구 방학로 196 (방학동,미룽프라자 지하)",1359,다남대중목욕탕,2023-01-27 17:17,U,09:00.0,공동탕업,202616.3811,462212.9688,,,,,,,,,,,,,,,,,,,,,,
3140000,3140000-202-1983-00050,19830131,,3,폐업,2,폐업,20060111,,,,206928844,234.35,158818,서울특별시 양천구 목동 788-12번지 ,,,백조탕,2000-02-18 0:00,I,59:59.0,공동탕업,187921.7637,447932.3476,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1999-00138,19991103,,1,영업/정상,1,영업,,,,,266781011,904,158877,서울특별시 양천구 목동 907 현대월드타워 (지하 1층) 118호,"서울특별시 양천구 목동서로 77, 현대월드타워 지하 1층 118호 (목동)",7983,현대월드대중사우나,2022-02-07 13:58,U,40:00.0,공동탕업,189151.208,448200.0677,공동탕업,24,6,0,0,1,1,0,0,2,Y,0,,,,임대,0,,,0,0,N
3140000,3140000-202-1982-00077,19820824,,1,영업/정상,1,영업,,,,,226426124,170.94,158813,서울특별시 양천구 목동 711-26 ,"서울특별시 양천구 목동중앙남로 88, 1~2층 (목동)",7955,예주목욕탕,2021-06-23 17:55,U,40:00.0,공동탕업,188023.058,448813.925,공동탕업,3,1,1,2,0,0,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-1975-00095,19751122,,3,폐업,2,폐업,20051117,,,,226038684,151.53,158859,서울특별시 양천구 신정동 944-7번지 ,,,은행,2005-01-24 0:00,I,59:59.0,공동탕업,186860.4008,446828.5183,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-2000-00001,20000629,,1,영업/정상,1,영업,,,,,226030688,500,158859,서울특별시 양천구 신정동 948-24 신호아파트,"서울특별시 양천구 오목로 160, 지하 2층 (신정동, 신호아파트)",8020,금성랜드사우나,2022-11-30 11:52,U,02:00.0,공동탕업+찜질시설서비스영업,187133.1136,446945.4797,,,,,,,,,,,,,,,,,,,,,,
3140000,3140000-202-1975-00086,19750916,,3,폐업,2,폐업,19970602,,,,02   00000,147.9,158824,서울특별시 양천구 신월동 50-4번지 ,,,삼온탕,1999-01-21 0:00,I,59:59.0,공동탕업,184783.397,448230.4699,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1988-00104,19880902,,3,폐업,2,폐업,19970319,,,,02   00000,237.45,158837,서울특별시 양천구 신월동 473-13번지 ,,,부연탕,1999-01-22 0:00,I,59:59.0,공동탕업,186585.9362,447092.4508,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-2000-00003,20000904,,3,폐업,2,폐업,20020618,,,,226029796,279.52,158843,서울특별시 양천구 신월동 615-13번지 ,,,약수탕,2003-06-13 0:00,I,59:59.0,공동탕업,,,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1997-00128,19970128,,3,폐업,2,폐업,20071101,,,,226065051,318.35,158841,서울특별시 양천구 신월동 558-9번지 ,,,대림대중탕,2007-11-01 17:07,I,59:59.0,공동탕업,185821.926,446035.8196,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1978-00052,19781229,,3,폐업,2,폐업,20030225,,,,02 6024629,184.06,158826,서울특별시 양천구 신월동 90-7번지 ,,,황금,2003-03-26 0:00,I,59:59.0,공동탕업,185294.6805,448215.242,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1983-00053,19831217,,3,폐업,2,폐업,19960918,,,,02 6908696,244.78,158824,서울특별시 양천구 신월동 52-3번지 ,,,신진탕,1999-01-21 0:00,I,59:59.0,공동탕업,184674.3746,448463.1242,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1983-00056,19830922,,3,폐업,2,폐업,20071018,,,,206911503,330.93,158827,서울특별시 양천구 신월동 122-15번지 ,,,유천탕,2007-10-18 17:47,I,59:59.0,공동탕업,185398.814,447554.2224,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1984-00057,19840509,,3,폐업,2,폐업,20130902,,,,226968146,287.72,158832,서울특별시 양천구 신월동 428-8번지 ,,,소래,2011-12-21 13:52,I,59:59.0,공동탕업,185926.97,446905.59,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1984-00059,19840402,,3,폐업,2,폐업,20071101,,,,226043222,407.8,158842,서울특별시 양천구 신월동 575-2번지 ,,,신곡,2007-11-01 17:07,I,59:59.0,공동탕업,186022.8451,446241.8195,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1984-00048,19841129,,3,폐업,2,폐업,20160825,,,,226074077,455.1,158863,"서울특별시 양천구 신정동 1177-17번지 지상1,2층 ","서울특별시 양천구 중앙로33길 6-3, 지상1,2층 (신정동)",8072,세원탕,2012-05-09 16:31,I,59:59.0,공동탕업,186857.004,446253.9101,공동탕업,3,1,1,2,0,0,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-1996-00125,19960906,,3,폐업,2,폐업,20001020,,,,02 6948683,377.68,158835,서울특별시 양천구 신월동 456-8번지 ,,,금성대중목욕탕,2000-11-02 0:00,I,59:59.0,공동탕업,186583.8534,447197.7976,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1989-00109,19890217,,3,폐업,2,폐업,20020730,,,,206039051,406.67,158859,서울특별시 양천구 신정동 972-5번지 ,,,정대중탕,2002-07-30 0:00,I,59:59.0,공동탕업,186911.6991,446582.8646,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3150000,3150000-202-1998-00001,19981203,,3,폐업,2,폐업,20030611,,,,226581945,787.9,157801,서울특별시 강서구 가양동 190번지 ,,,한서,2003-06-11 0:00,I,59:59.0,공동탕업,185920.5092,452044.3791,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-2013-00005,20131213,,3,폐업,2,폐업,20151209,,,,02  26453900,291.37,158849,서울특별시 양천구 신정동 128-113번지 ,"서울특별시 양천구 신목로 34 (신정동, 현승빌딩6층)",8015,닥터스톤힐링센터,2014-12-23 16:57,I,59:59.0,찜질시설서비스영업,188793.4975,446277.0507,찜질시설서비스영업,6,0,6,0,0,0,0,0,0,Y,0,,,,임대,0,,,0,0,N
3140000,3140000-202-2013-00002,20130411,,3,폐업,2,폐업,20211001,,,,226466200,663.07,158861,서울특별시 양천구 신정동 1023-12 지하2층 1호,"서울특별시 양천구 은행정로 5, 지하2층 1호 (신정동)",8086,주)퓨처박스짐,2021-10-01 11:17,U,40:00.0,공동탕업,187520.3068,446450.3473,공동탕업,0,0,0,0,2,2,0,0,2,Y,0,,,,임대,0,0,0,0,0,N
3140000,3140000-202-1981-00070,19811216,,3,폐업,2,폐업,20180501,,,,226055849,210.12,158863,서울특별시 양천구 신정동 1148-9번지 지상1층 ,"서울특별시 양천구 중앙로 233, 지상1층 (신정동)",8077,약수목욕탕,2018-05-01 13:44,I,59:59.0,공동탕업,187006.4518,446121.2465,공동탕업,3,1,1,1,0,0,0,0,2,Y,0,,,,임대,0,,,0,0,N
3140000,3140000-202-2000-00004,20001004,,3,폐업,2,폐업,20210813,,,,226539482,451.4,158861,서울특별시 양천구 신정동 1018-5 남부필타운 201호,"서울특별시 양천구 신월로 358, 지하 2층 201호 (신정동, 남부필타운)",8087,청담사우나,2021-08-13 7:14,U,40:00.0,공동탕업+찜질시설서비스영업,187629.0732,446625.4268,공동탕업+찜질시설서비스영업,8,3,0,0,2,2,0,0,1,Y,0,,,,임대,0,0,0,0,0,N
3140000,3140000-202-1982-00098,19821209,,3,폐업,2,폐업,20021209,,,,226485856,240.07,158851,서울특별시 양천구 신정동 202-0번지 ,,,장호,2002-12-09 0:00,I,59:59.0,공동탕업,187988.0083,445155.0812,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1987-00100,19871221,,3,폐업,2,폐업,19991028,,,,206995179,258.3,158819,서울특별시 양천구 목동 792-4번지 ,,,목동탕,2000-02-18 0:00,I,59:59.0,공동탕업,187923.9196,447850.8911,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1982-00102,19820824,,3,폐업,2,폐업,20071101,,,,206022201,281.37,158843,서울특별시 양천구 신월동 602-6번지 ,,,청기와탕,2007-11-01 17:06,I,59:59.0,공동탕업,186217.2857,446398.6912,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1978-00068,19781229,,3,폐업,2,폐업,19960402,,,,02 6056825,205.19,158806,서울특별시 양천구 목동 405-16번지 ,,,정수,1999-01-21 0:00,I,59:59.0,공동탕업,188772.8393,446886.0958,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1987-00074,19871019,,3,폐업,2,폐업,19960509,,,,02 6020514,272.57,158090,서울특별시 양천구 신월동 산 974-10번지 ,,,화성탕,1999-01-21 0:00,I,59:59.0,공동탕업,,,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1978-00061,19780912,,3,폐업,2,폐업,20021223,,,,206041018,187.41,158831,서울특별시 양천구 신월동 225-6번지 ,,,신흥,2003-06-13 0:00,I,59:59.0,공동탕업,185307.728,447455.0029,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1987-00051,19870612,,3,폐업,2,폐업,20051005,,,,02 6949627,304.55,158816,서울특별시 양천구 목동 751-6번지 ,,,청수탕,2005-10-05 0:00,I,59:59.0,공동탕업,188480.5332,448546.4932,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1996-00127,20030527,,3,폐업,2,폐업,20070905,,,,02 6498763,457.02,158806,서울특별시 양천구 목동 408-115번지 ,,,목화대중탕,2005-01-21 0:00,I,59:59.0,공동탕업,188281.8815,446999.7215,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1993-00120,19930703,,3,폐업,2,폐업,20030223,,,,226043222,255.52,158842,서울특별시 양천구 신월동 575-2번지 ,,,신곡탕,2003-05-26 0:00,I,59:59.0,공동탕업,186022.8451,446241.8195,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1993-00121,19931004,,3,폐업,2,폐업,20030526,,,,226429120,429.96,158811,서울특별시 양천구 목동 610-14번지 ,,,성재탕,2003-05-26 0:00,I,59:59.0,공동탕업,188144.22,449584.7408,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1996-00124,19960510,,3,폐업,2,폐업,20001010,,,,226052515,234.78,158090,서울특별시 양천구 신월동 산 974-10번지 ,,,포근탕,2002-07-02 0:00,I,59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1991-00116,19911116,,3,폐업,2,폐업,19960830,,,,02   00000,348.74,158050,서울특별시 양천구 목동 산 902-0번지 ,,,목동제일탕,1999-01-22 0:00,I,59:59.0,공동탕업,,,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1992-00118,19921001,,3,폐업,2,폐업,20040601,,,,02 6989794,338.4,158828,서울특별시 양천구 신월동 132-22번지 ,,,원일대중탕,2000-02-18 0:00,I,59:59.0,공동탕업,185100.6464,447749.6175,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1993-00119,19930317,,3,폐업,2,폐업,19970520,,,,02 6072141,322.67,158864,서울특별시 양천구 신정동 1182-11번지 ,,,장수대중목욕탕,1999-01-22 0:00,I,59:59.0,공동탕업,186990.0704,446176.8104,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1989-00106,19890725,,3,폐업,2,폐업,20000501,,,,02 6999814,96.91,158838,서울특별시 양천구 신월동 509-8번지 ,,,효성탕,2000-08-25 0:00,I,59:59.0,공동탕업,186203.0049,446680.0504,공동탕업,,,,,,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1983-00093,19830311,,3,폐업,2,폐업,20080630,,,,226901835,362,158837,서울특별시 양천구 신월동 467-6번지 ,,,장원,2007-06-07 0:00,I,59:59.0,공동탕업,186298.6826,447084.8581,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-2002-00001,20020204,,3,폐업,2,폐업,20111230,,,,226463017,"1,601.99",158820,서울특별시 양천구 목동 933번지 삼익(아) 지하상가 7호 ,,,삼익해수사우나,2012-01-02 10:17,I,59:59.0,공동탕업+찜질시설서비스영업,189021.7979,446740.5764,공동탕업+찜질시설서비스영업,0,0,0,0,1,1,0,0,2,Y,0,,,,,0,,,,,N
3140000,3140000-202-2003-00005,20030527,,3,폐업,2,폐업,20160315,,,,220620027,792,158791,서울특별시 양천구 목동 709-2번지 성원아파트 지하1층 102 ,"서울특별시 양천구 목동중앙남로 100 (목동,성원아파트 지하1층 102)",7956,폭포수사우나,2016-03-15 11:34,I,59:59.0,공동탕업+찜질시설서비스영업,187864.5023,448953.0632,공동탕업+찜질시설서비스영업,,,,,1,1,,,2,Y,,,,,,,,,,,N
3140000,3140000-202-2003-00004,20030221,,3,폐업,2,폐업,20100903,,,,226997654,"1,420.00",158070,서울특별시 양천구 신정동 1267번지 목동뉴프라자 지101호 ,,,즐거운사우나,2020-02-13 15:01,U,40:00.0,공동탕업+찜질시설서비스영업,187158.467,445678.0763,공동탕업+찜질시설서비스영업,0,0,0,0,1,1,0,0,2,Y,0,,,,,0,,,0,0,N
3140000,3140000-202-2007-00001,20070430,,3,폐업,2,폐업,20140901,,,,02  26480510,473.28,158862,서울특별시 양천구 신정동 1052-3번지 지하1층 ,"서울특별시 양천구 중앙로 230, 지하1층 (신정동)",8091,황토사우나,2014-01-17 10:55,I,59:59.0,공동탕업+찜질시설서비스영업,187079.3751,446116.6293,공동탕업+찜질시설서비스영업,4,1,0,0,1,1,0,0,2,Y,0,,,,임대,0,,,0,0,N
3140000,3140000-202-1997-00129,19970912,,3,폐업,2,폐업,20070608,,,,226072142,313,158864,서울특별시 양천구 신정동 1182-11번지 ,,,장수사우나,2020-02-13 14:54,U,40:00.0,공동탕업,186990.0704,446176.8104,공동탕업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N
3140000,3140000-202-1987-00075,19871218,,3,폐업,2,폐업,20070827,,,,226988008,567.58,158848,서울특별시 양천구 신월동 1002-2번지 ,,,약수탕,2007-07-27 10:29,I,59:59.0,공동탕업,185569.3999,446011.5253,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1988-00107,19880919,,3,폐업,2,폐업,20101118,,,,226984945,717.06,158845,서울특별시 양천구 신월동 928-1번지 ,,,우성탕,2007-07-27 10:30,I,59:59.0,공동탕업,185221.9579,446727.355,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1998-00132,19981007,,3,폐업,2,폐업,20150120,,,,226439850,438.58,158851,"서울특별시 양천구 신정동 210-16번지 지상3,4층 ","서울특별시 양천구 목동남로 58-4, 지상3,4층 (신정동)",8101,신성탕,2012-05-09 16:25,I,59:59.0,공동탕업,188075.3863,445229.7618,공동탕업,6,1,3,4,0,0,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-2005-00001,20050411,,3,폐업,2,폐업,20090501,,,,226904848,"1,677.80",158859,서울특별시 양천구 신정동 945-2번지 ,,,신정24시유황불가마,2011-11-11 16:27,I,59:59.0,공동탕업+찜질시설서비스영업,186908.4122,446899.7678,공동탕업+찜질시설서비스영업,,,1,7,,,,,2,Y,,,,,임대,,,,,,N
3140000,3140000-202-1999-00136,19990526,,3,폐업,2,폐업,20080731,,,,226064693,681.13,158837,서울특별시 양천구 신월동 484-1번지 (3층) ,,,진영탕,2007-07-27 10:27,I,59:59.0,공동탕업,186020.5098,446940.3269,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1992-00117,20030528,,3,폐업,2,폐업,20120611,,,,,"1,450.50",158861,서울특별시 양천구 신정동 1023-12번지 ,,,동궁,2012-06-11 9:33,I,59:59.0,공동탕업+찜질시설서비스영업,187520.3068,446450.3473,공동탕업+찜질시설서비스영업,,2,,,1,2,,,2,Y,,,,,임대,,,,,,N
3140000,3140000-202-1983-00101,19930307,,3,폐업,2,폐업,20100702,,,,226452161,218.71,158807,서울특별시 양천구 목동 497-21번지 ,,,염창,2007-06-07 0:00,I,59:59.0,공동탕업,188491.3453,449206.4162,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1982-00103,19820923,,3,폐업,2,폐업,20040720,,,,226904067,367.62,158856,서울특별시 양천구 신정동 886-6번지 ,,,만년탕,2004-07-22 0:00,I,59:59.0,공동탕업,187676.9248,447189.154,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1998-00130,19980307,,3,폐업,2,폐업,20071101,,,,226075717,698.81,158844,서울특별시 양천구 신월동 913-2번지 ,,,돌고래목욕탕,2007-11-01 17:08,I,59:59.0,공동탕업,185063.8297,446853.8861,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1982-00072,20030528,,3,폐업,2,폐업,20151005,,,,226432061,197.61,158818,서울특별시 양천구 목동 767-14번지 ,서울특별시 양천구 목동중앙남로 22-9 (목동),7962,온수,2012-05-08 15:28,I,59:59.0,공동탕업,188269.5764,448253.5481,공동탕업,3,1,1,2,0,0,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-1996-00126,19960909,,3,폐업,2,폐업,20060601,,,,226462828,536.87,158885,서울특별시 양천구 신정동 319-23번지 (경동빌딩지하1층) ,,,경동대중목욕탕,2005-01-24 0:00,I,59:59.0,공동탕업,188335.8559,446489.6747,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-2003-00007,20030819,,3,폐업,2,폐업,20140312,,,,226946516,"1,912.00",158868,서울특별시 양천구 신월동 331-93번지 허심천 ,"서울특별시 양천구 지양로 152 (신월동, 허심천)",8033,허심천,2020-02-13 15:00,U,40:00.0,공동탕업+찜질시설서비스영업,184560.6873,446851.7747,공동탕업+찜질시설서비스영업,4,2,1,4,1,2,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-1984-00067,19930227,,3,폐업,2,폐업,20080530,,,,226971942,267.98,158859,서울특별시 양천구 신정동 959-31번지 ,,,삼영,2005-01-21 0:00,I,59:59.0,공동탕업,187275.5408,446731.1824,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1998-00115,19981220,,3,폐업,2,폐업,20040510,,,,206527205,470.93,158852,서울특별시 양천구 신정동 281-1번지 ,,,천용탕,2004-05-18 0:00,I,59:59.0,공동탕업,188662.4304,446168.5514,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1995-00123,19951006,,3,폐업,2,폐업,20030903,,,,226433331,818.8,158806,서울특별시 양천구 목동 405-25번지 ,,,청학대중사우나,2003-09-15 0:00,I,59:59.0,공동탕업,188904.5718,446861.5254,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3140000,3140000-202-1978-00133,19780110,,3,폐업,2,폐업,20070613,,,,206478677,231,158801,서울특별시 양천구 목동 128-50번지 ,,,염창한증막,2005-01-24 0:00,I,59:59.0,한증막업,189376.8723,449168.9055,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-2004-00005,20041108,,3,폐업,2,폐업,20180910,,,,226044884,"1,454.70",158846,"서울특별시 양천구 신월동 986-2번지 오윤빌딩 지상2,3,4층 ","서울특별시 양천구 지양로 29, 지상2,3,4층 (신월동, 오윤빌딩)",8042,신중문사우나,2018-09-10 12:10,U,59:59.0,공동탕업+찜질시설서비스영업,185478.064,446309.0723,공동탕업+찜질시설서비스영업,6,2,2,4,0,0,0,0,2,Y,0,,,,자가,0,,,0,0,N
3140000,3140000-202-1999-00137,19990619,,3,폐업,2,폐업,20090501,,,,226433337,950.64,158877,서울특별시 양천구 목동 907-14번지 ,,,미라지대중탕,2020-02-13 15:02,U,40:00.0,공동탕업,189280.6898,448186.3454,공동탕업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N
3140000,3140000-202-1979-00063,19791201,,3,폐업,2,폐업,20020426,,,,02 6920662,213.78,158860,서울특별시 양천구 신정동 997-5번지 ,,,추정탕,2002-04-26 0:00,I,59:59.0,공동탕업,187887.6397,446924.8191,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1981-00064,19811224,,3,폐업,2,폐업,20011211,,,,02 6036877,251.25,158858,서울특별시 양천구 신정동 919-23번지 ,,,옥선,2001-12-13 0:00,I,59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3140000,3140000-202-1988-00090,19880122,,3,폐업,2,폐업,20030225,,,,02 6917317,323.47,158824,서울특별시 양천구 신월동 63-6번지 ,,,신천탕,2003-03-25 0:00,I,59:59.0,공동탕업,185198.1992,448526.4765,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
